message,label
觀眾：期待看到血流成河也是觀眾：怕～,5
我死前看到這三位死而無憾～,6
快笑死,2
醫生：你很快就可以康復回家進來我病房的人：,8
拿个布丁放脖子上什么鬼真：打补丁笑死,2
简直就是恐怖片,9
我下輩子要當個聽診器,6
這遊戲到底有沒有人可以正常遊戲操作方法超級反人類,8
這三個動起手術來怎麼跟DE一樣啦w,6
0:30,3
還好下面沒碰 看到手被拔掉在想說下面會不會被拔= =,9
怎麼看起來像小兒麻痹,4
手術很成功的失敗了,8
鯊鯊鯊人啦!!!,9
*肢解現場*,9
Here...we see as Bob get massacred by three cute anime girls....,9
那个听诊器的位置,3
Calli: 你可以再說一次你是怎麼死的嗎Bob: ....,8
分解師團隊好希望她們在玩一遍其他人玩法太正常不適應,8
旁白:Bob今天幫你看病的是腹黑偵探 克蘇魯信徒 萬年蘿莉鯊......Bob:(危),8
醫院：以後這幾位都列為黑名單 禁止出入手術房,7
0:31 哇相當專業的醫療團隊耶0:40 (手術後),6
庸医囧,3
看完已經快憋不住直到死神 Calli 來接鮑勃了直接壓垮我的笑容積,7
是說 老夫看的應該是現代醫學 但為啥老夫有種見證歷史的感覺 埃及的木乃伊製作史 是老夫的問題嗎 還是諸位也如此覺得?,8
這三個都不能進手術房°Д°,7
Ame: 把他轉到第三象限Gura:what does that mean???,3
這三個人怎麼比死神還擅長讓人死⋯可怕,9
感謝烤肉MAN 讓我雖然看不懂也覺得非常好笑,2
Ina :I think lung is optionalMe : ???? 為何1個月後才看到如此優質的烤肉man,5
前面的部分突然有股莫名的閃光,6
原來是專業團隊,6
很快就會結束了 原來是結束他的生命 不是結束手術嗎,8
好消息～手術非常成功 壞消息 可是患者死亡...,8
三個訓練有素的醫生,6
頭都沒了然後那果凍是啥ＸＤ,8
請問是家屬嗎 這裡有一份放棄急救同意書請你們簽個名,7
太可愛了吧XD,2
我們幫他們拿去身體不須要我部份～,8
calli：為什麼我旁邊多了一堆鮑勃?,8
太神速!!分享大感謝!!2:36 阿火學miko"捏是什麼"的梗好可愛XDDDD,5
社長失憶了…不如我們……,6
才4個月而已沒問題的啦 你看看那個akukin,6
GTA連動⋯⋯還是不要好了,7
烤肉man是哪個時間線來的ww,2
快找諾艾爾DX幫芙炭喬一下,6
草爆了,2
什麼新遊戲 比遊戲還刺激,6
可以找那個藍色的獸耳啊,3
0:40 2022/5/7啊,3
終於Miko把自己的社長也lost掉了,6
MindCrash有料w,2
當時是哈洽馬在叫人玩MC 櫻兒有在參一腳想令MC多點HOLOMEN回歸 只是現在哈洽馬太忙 變得只剩下櫻兒寂寞地在MC做企劃 目前哈洽馬在MC的劇情伏線至少還有兩條 跟櫻兒的翅膀約會 PEKO 486的審判  只好等哈洽馬學業那邊安定後空閒下來才能再跟HOLOMEN協調時間,6
畢竟holo成員他們還是玩主流遊戲跟熱門遊戲為主才有流量啊...狗狗例外,6
麥塊QQ,1
櫻兒的全lost之力居然進化到把不知火建設全lost掉了www,2
感謝烤肉 看Miko親和芙炭在一起玩好溫馨唷～～,5
35快想起來pm貼貼阿,5
社長快想起來那時的記者會 和謝罪（誤,5
這就跟你很愛一直鬧你喜歡的人是一樣的   櫻火貼貼阿,5
4個月某鱈魚建設的社長都快被篡權了,8
能玩的遊戲變多相較於麥塊就會比較少碰觸不是說麥塊不好玩而是她們摸太久了當然運動會能繼續傳承是樂見的,7
mindcrush笑死ww,6
35真的很喜歡火建基本上比較有機會回歸MC只剩阿火跟座長而已當然有機會死纏爛打也要拉回來,6
只要鯊鯊提議的麥塊泳裝皮實裝大家就都會回來了\\麥塊holo summer 萬歲/,2
不趕快載個模組minecraft都要被他們榨乾了,7
怎麼感覺好像運動會之後JP 組的人都不大玩麥塊了XD,6
有點好奇「minecraft 」跟「艾爾登法環 」她會先選哪一個,6
不知道JP服能不能裝Mod? 有Mod能讓MC有趣很多,5
除了遊戲越來越多加上哪個有人氣就玩哪個mc不太有人玩也是正常的畢竟效果不如艾爾登大人那麼好加上裡面一堆露西婭的建築……雖然不避諱可是一堆觀眾提也是會造成困擾吧現階段短時間內應該都不會玩了,6
haha,2
壞掉了www,2
雖然日本這邊只有35但是EN那邊不少人動得很勤期待看到英語和櫻語的交流啊,5
So so so,3
0:35 20...22年嗯,3
看出来其实樱儿很想大家一起回来玩minecraft,5
芙炭：火建以外的時間不要叫我社長啦嗯......火、火建好像是玩什麼遊戲時的...麥塊頭、頭好痛麥、麥塊到底...是什麼,8
我覺得是mincraft裡面 有很多三期生的回憶.. 還有露西亞的各種建築 三期生玩mincraft會覺得感傷吧..,1
Mind Crush只會讓我想到武藤遊戲,8
「マイクラで．．．．．．何のこと」(X,3
說到miko的麥塊就會想到縱火建設呢(並沒有,8
火：咦馬一⋯⋯哭拉那是⋯什麼（被封印的記憶櫻兒：快想起來啊社長,8
回想當初怕其他人不是那麼想玩mc 所以不邀請人一起玩的火世界變了,9
期待火建下次連動,5
不知火社長竟然忘記了當時她們火建是怎麼玩弄阿梅的TKB??,7
Miko：Minecraft更新的蘿莉阿火：下播後一起玩!!!,6
全lost之力終於還是被35從被動技能練成了光環技能了,5
繼mumei 的"who is yagoo?"後的新梗-    -芙蕾雅的"what\'s Minecraft?",5
0:34 是2021年5月7日,3
阿火: 老是要幫妳們幾個擦屁股 公開道歉 我選擇遺忘那段日子....櫻兒: 社長!!!!!!!!!!!!!!!!,1
现在的麦块是Kronii的天下,6
西米老師(先叫老師好了)那個動畫把阿火調皮大姊姊的點表現出來然後小櫻兒像天真小鬼的那面更是一覽無遺,6
遺忘光線完蛋了該不會我們的芙蕾雅被穿越了吧失憶症那啥失憶症遊戲WWW,8
社長 難道你忘記我們火燒洋館的日子了嗎,8
：看妳一個人玩的很開心 還是不要打擾妳了,1
好強的捏人物能力  可惜慧醬出場被跳過,1
我差點死了邊吃飯邊看笑到噎到；0；,2
想像一下中之人就是那樣你會瞬間笑不出來,1
Holo復仇者 : 菁英巫女、肌神AKi、無敵Noel、Polka隊長、幽靈獅子、鴨眼、尚星、洛基綿芽,3
說到夏天的hololive第一個讓人聯想到的自然就是《holo wwe 大亂鬥》~美少女×摔角×心動一夏~美少女們的熱血擂台戰唯有技與力的結合方能站到最後與我們一起揮灑汗水 高聲吶喊和美少女的巨拳一起度過炎熱的夏天吧~Holo summer的替代方案就決定是這個了嗯感覺有搞頭Miko這次企劃真的是天才後面的大亂鬥已經不知道在幹嘛了ww不知為何我能預見yagoo未來被旗下偶像全體痛毆的畫面期待空媽完成的那一天,5
446那個模型是undertaker吧笑死,2
可惜沒有購物車 446應該坐那個,5
菁櫻和觀眾開心的笑了Yagoo也含淚往生了,1
446 ﹕I will be back團長 - 看到486反應全部人的精髓也在,5
真的佩服櫻兒 有夠草 ww,2
讚嘆櫻兒企劃力的同時  我們來看看YAGOO的醫療監控指標,8
ICU病床的警報沒有停過,1
Botan出場真的有料有一股獅皇霸氣的氣場那個背寬到不行,5
hololivehorrorlive,8
哇哈哈MIKO太神拉她真的好會捏腳色一下子就捏得好傳神配合進場笑瘋了獅白回來看到大概會很缺德的大笑居然神搭送葬者的摩托進場太神拉~,2
但是今天35還是LOST了星街的出場排頭,1
獅白騎摩托車進場太適合他進場,5
只有更草同時觀看7萬人也太猛,6
綿羊是要彈指嗎,7
人家惡魔羊男變惡魔羊女啦啦啊,5
全部都很有神韻 太草了www但最像還是486www,2
中之人的可能性把我殺掉吧┗( T﹏T )┛,1
跟這幾天的直播快要笑出腹肌了,2
Watame的入場是一個名為The new day的團體隊伍整體風格十分歡樂  連比賽都能打出生草感的優秀隊伍是個讓我印象十分深刻的選手們組成是由技術搞笑都很厲害的3名黑人選手組成的4人隊伍你說第4人那自然是手上那個小喇叭了集搞笑  嘲諷  暗器於一身的傳奇第4人,5
剛有追台同接數達7萬多...不愧是綜藝之神35!!然而最後也是團長無雙ww,5
Yagoo：(在神智不清的狀態下簽了HoloWrestling計畫)Miko：計画通り～,8
太歡樂了哈↗哈↘哈↗哈↘哈↗哈↘阿哩胚口~,2
口雷瓦hololive躂,2
少了社長,1
櫻兒有開放投票我看到5期生那個體型就投下去了結果果然不意外,5
超快翻譯 謝謝 辛苦了,5
連摔角擂台也能種出油油大草原不愧是35,5
Hololive Badass 446,5
裡面最驚人的還是486  完全就是本人XDD,2
波爾卡的進場讓我想起了那個在魔王座上一臉爽朗地望著遠方的弓之勇者,6
真的會笑到暴斃,2
櫻兒真厲害 真心替她開心 一個人凴天生的綜藝之力帶起了一陣熱潮 她打電動真的打出了靈魂 這種單人電動直播 不是新衣服 生日的特別類型 能衝破 70K 最高同接真的好厲害 即便是業界頂端的 hololive 裏面也算稀少,5
團長的那個真的笑死XDXD,2
hololive原來是摔角團體啊!!,2
彗醬不只開場被lost這次大混戰還第一個被團長扔出去www菁櫻要怎麼負責捏～,2
大亂鬥的時候觀眾人數來到7萬5超多人來看HOLO偶像摔角真的誇張YAGOO的靈壓已經消失了,2
進場的契合度也太高www獅白應該坐購物車比較合適,2
"非常食"的翻譯應該是應急口糧...非常食材這個翻譯滿怪的www,2
汙女什麼時候要用35P去挑戰高柏一口氣虐到極致ww,2
最高觀看人數有7.6萬人堪比新造型發表了我朋友是說WWE吸引很多海外觀眾才有這麼多人,5
是我眼力太糟 還是摔角Aki某些角度真的神似渡邊直美??www,8
這個人真的幹出這種事情了......最後被捏出來的一定是Yagoo無誤了,6
這場有看到8人大混戰剛開始很有趣剩3人時就無聊起來AI丟人是隨機的所以人數越少打鬥時間多長就越無聊,7
不愧是捏角菁櫻笑死,2
喜歡Cosplay的肌肉兄貴們,6
HOLOFIGHTz的精隨被MIKO完美的發揮了 而且還沒用MOD!,5
Holo壽司已經很厲害了 Holo摔角更是神乎其技,5
3:42不愧是創造出阿咽鼻咽的菁櫻35既使不懂弱肉強食的意思卻能使用在正確的地方,5
希望哪天可以看到HOLO吉祥物大戰w,5
期待35捏滿30人開打holo 皇家大戰Royal Rumble35P : 等一下 該不會我要第一個出場吧,5
接下來如果能進一步調整招式www,2
各有各的味耶w 而且角色也捏的超讚w 這大亂鬥一排氣勢滿滿w,2
能把WWE玩成這樣真的很猛XDDD,2
Hololive的一把火(岩漿),8
我覺得35最厲害的是她不只造型和動作做到位連摔角手的身材幾乎都完美還原中之人身形www,2
Netflix真人版,3
446忘了裝尾巴了,7
446和486 WTM都很像 其他也都有7成像 這遊戲是捏臉遊戲吧XD,2
期待全員WWE化然後舉辦HOLO的WWE大會www,2
如果可以把兔田捏進去來一場單挑,6
WTM出場很有大叔風範呢ww,2
Yagoo：這就是Hololive嗎……(休克),1
Yagoo：不知不覺我也變成摔角公司的負責人了阿...,8
为什么现在miko影片看不到chat留言,7
繼RAW、SmackDamown 之後Hololive將成為第三大的摔跤聯盟,8
鴨沒肉\u3000回想YAGOO的笑容阿!  要守護住啊!MIKO:但是我拒絕捏,8
這次跟了全場真的快笑死了大亂鬥同接突破7.5萬真是太神了我的推!!,2
靈魂角色創造師啊wwwwwww太神啦miko淦wwwwww期待官方哪天小劇場真的玩出來,5
Yagoo進ICU不是沒有原因的www,6
差芙雷雅 火建 就全到齊了 XD,6
446的出場太446了吧,6
不光人物有那個神韻.連進場也很講究不愧是菁英捏~(雖然看大混戰打到後面被圍毆快笑死,2
[非常食]應該是指緊急食糧,3
有夠鬼畜 笑死,2
確實是名場面  同時觀看人數還一度還飆到7萬多 但還是忘不了前面35p被各種爆揍的哲學畫面,5
幸好我經歷過holofightz了  這小case,6
整場笑翻~35真是太有捏腳才能了~每位都有靈魂~期待35下次還會捏誰下去打擂台~來隻狗狗或族長也行~~,2
神作啊這就是HOLOLIVE（斯巴達臉,5
平行宇宙 摔跤界的hololive w,5
笑死,2
精髓都抓到了不愧是精櫻www,2
WTM你出場怎麼不是拿豎琴XDD,2
Miko 到底是怎麼把大家的靈魂都捏進去人物裡面的啊? 太神喇wwwww,2
這part真的超好笑,2
草,2
wtm看起來超強,5
1:02 這進場方式很446 ,5
每個成員的靈魂都抓到了,5
太神拉 ,5
配樂是IRyS當天直播去Idol meeting時用的配樂我覺得很歡樂就拿來用了w,5
5:15直接噴笑Yagoo confirmed,2
2:40ARRRRRRRRRRRRRRRRRRRRRRRRRlol,3
太神了明明是恐怖游戏但为什么我会从头笑到尾,5
哭哭irys真的好可愛,1
不知道是剪輯太好還是原本就這麼有娛樂性,5
這年頭當個VT歌手也要會當遊戲搞笑藝人,8
主角是老外但说的语言是日文感觉很奇怪,7
這真的很精華我以為這是恐怖遊戲,6
里昂步法,3
Irys真的越來越婆越來越可愛了,5
11:20,3
我在不斷用起重機把自己打死的時候也有被問要不要調成簡單模式ww,2
Everything is not daijoubu,3
10 小時的總長而已兩次直播就結束的東西很短吧,8
9:32 這句治療真好聽感謝大大優質的剪輯,5
每次看到遊戲這樣問都覺得這比起幫助更像嘲諷,8
10:10 媽的 我在吃晚餐,7
然後這作以後我們的里昂就開始了追老婆之路,8
晚了來可是還是要看完,5
哭阿 那屁聲我笑到快中風ww,6
剪得太棒了 全程無冷點,6
真的超愛她的幹話wwwwww,5
3:04 我笑了一分鐘,2
我第一次看到有人可以用這種奇妙的步伐來移動ww 而且還有用耶～ 快笑死利卡： 怎麼會有個小兒麻痹邊抖邊緩慢移動 還是不要靠近他好了⋯⋯免得被傳染⋯⋯,2
超級怕恐怖元素的我感謝你細緻的處理(;´༎ຶД༎ຶ`)（雖然我還是遮住螢幕只露出IRyS的區域這樣看最後的尖叫合輯幫大忙了,1
很好感謝尖叫旅途終章肯定不同凡響,5
這就是為什麼她會連休兩天的原因(並沒有,8
居然玩成匿蹤遊戲,7
這剪輯超棒 然後那個屁聲也太自然了吧w,2
被歌姬耽誤的GAMER,7
只有我覺得尖叫聲像奇諾比奧嗎,8
被IRyS嚇到多於遊戲.....很可愛,5
她的叫聲都是突然的啊一聲配合身體動感覺好可愛這片剪的超棒的～節奏好音樂也適時暫停效果拔群,5
有惡霸陶比我必須留言致敬\U0001fae1,5
5:06 啊嘶,3
殭屍：I say WAH you say WAH! WAH!IRyS : WAAAAAAHHHHHHH,3
3:03不行喔XDDDDDD,2
re2重製真的很可怕～＿～,7
其實這最近幾代bio都有隱分去幫你排隱藏難度會被這樣問就代表她的隱分已經低到非常接近簡單難度 實際上的怪物傷害跟自身傷害已經調到跟簡單難度差不多只是沒有簡單難度的無限回血而已 要是玩普通但是隱分拉到超高的話實際上的怪傷和自傷也會調到跟硬派難度差不多bio2玩130小時沒事就玩一下的路過正經一下,7
這就是我們的小公主 我們的推,5
烤肉面：我要向世界播送這則希望的影像,5
小公主的反應有夠好笑,2
笑死,2
IRyS真的超可愛被嚇到就會發出像猴子的叫聲w感謝Domo的剪輯而且這部加了很多meme變得更歡樂了XD,2
謝大哥補充滿滿可愛RyS ///v///,2
7:46 we can't let this thing spread 我們不能讓它爆發,6
這什麼牌子的心跳儀 -看起來不太準呢-,8
針對最後的尖叫合輯我：十個燈十個燈十個燈,5
鬼步www,2
看到電梯那段差點笑死竟然還問有沒有嬰兒會DADADA看樣子那段造成的心理陰影很深所以有剪嬰兒那段嗎待會來看看,2
怎麼會可愛成這樣,5
101的意思是第一課吧,7
這個剪輯節奏我好喜歡,5
心跳好像沒有irys放尿時跳得快,7
這就是我們強壯的大女孩 她才不會有什麼電梯巨嬰恐懼症,8
hi2:48 我不确定日版的画面有没有经过处理但是我记得菜单里有设置是可以减少画面的血腥程度也许是因为在直播所以她开了,3
讓我死掉的那句是”that make me wanna go in”嗎沒聽太清楚不過讓你in 讓你in我好了我死了⋯,8
5:21 很有料耶看起來也沒有死很多次啊,8
1:42 我居然聽到一個義大利的水管工人的慘叫,1
尖叫聲幫大忙看別人玩恐怖遊戲被嚇總是特別紓壓,5
帶土沒心臟的圖也太適合了 笑死,2
IRyS感受來自卡普通的善意w,8
笑到不行玩過舊版也會被重製版的氛圍嚇到IRyS的驚叫聲讓影片更好看了我現在才知道原來遊戲有友善"建議"玩簡單模式,6
太美妙了,6
原來是Monkirys啊,7
感謝 這部 「驚聲尖叫IRyS特攝版」不知道為什麼被我開始循環播放了 (๑•̀ω•́ ๑),6
2:12 猝不及防的Bully maguire哈哈哈哈哈還有IRyS的抖動步法真的笑死wwww,6
原來是日版的 難怪那天在跟直播的時候想說畫面跟我實際上玩的畫面不一樣(下半身直接被分離腸子流滿地還有那個臉也是分的很開的那種,7
滿滿的MEME....讚,5
里昂鬼步wwww,2
那一天天使又想起了被嬰兒支配的恐懼,9
IRyS的sd表情好有趣 哪裡有得找?,6
配景音樂也太歡樂,5
IRyS可愛,5
Her voice is so cute even she is screaming.,9
最後的尖叫聲集合我聽的好愉悅啊～,9
大烤肉感謝 ,5
Domo Kun的剪輯一如既往的優質,5
謝謝烤肉 man~ IRyS 好可愛~,5
Bio系列每次看到日文配音都覺得違和感超重www,6
驚嚇畫面都有處理過我這種超膽小的人很感謝你XD,6
IRyS務實 IRyS可愛 IRyS綜藝,5
所以那個抖動真的可以隱藏腳步聲,7
別人的恐懼就是我們的快樂  謝謝阿麗的素材提供跟烤肉人的手藝,8
5:14 這坐姿直覺想到yagoo感謝Domo大的翻譯讓大家看到這麼可愛的IRyS,5
最後的Licker那裡完全是發出了在恐怖片裡的經典尖叫聲我耳朵好了,8
谢谢烤肉~让气氛都起来了ww,5
太歡樂了吧www,2
好看再看一次,5
這是什麼可愛的生物,5
感謝您如此精彩的剪輯恐怖的氣氛都歡樂了起來,5
萌萌的小公主,5
感恩熟肉（（感動w,5
感謝烤肉,5
感謝烤肉,5
原來芙蕾雅是近戰拿雙刀的 XD,6
不期不待不受傷害反正之後又會說不能透漏更多了對吧卡普空,8
-誰來告訴阿火Among us是抓誰是Sans的遊戲-,6
Holo工商魔物不順便聯動一下嗎,6
啊~那裏有隻可愛的狗勾~狗勾~~,6
邪神korone來了,4
記得她不玩的理由很可愛,5
這才發現阿火沒玩過among us 也想看阿火血流成河,4
喜歡近戰攻擊的精靈 跟愛好和平的狗狗應該很合,8
想到某龍剛轉生後實況網頁恐怖遊戲看完劇情YT影片後跳出來某猩猩的實況推薦 恐怖感瞬間0,6
好喜歡片尾,6
上次是兔子 這次是狗狗 看來團長被隱藏住了(X,6
dd火我們都看到摟,6
她們都按自動播放下一個,6
一如既往的偷看其他成員wwww,2
這種沒有錢拿的也算工商嗎 我以為只是Copcom那邊允許他們直播上可以放影片內容而已,2
真的很奇妙當時我看了下推特狗狗正在開語音頻道（こより也在聽）後來轉回YT看芙炭就出現了,6
團長被狗狗綠惹 真不愧是不忠火,8
Rise DLC 正式來之前都不要太期待,7
明明是妖精但是卻不拿弓這點我好想吐槽,7
明明之前玩完才說再買dlc我就是狗但看了介紹又有點心動哭阿,1
0:18 很喜歡這些融入了造型的小人插圖超可愛❤,5
大劍黨可以繼續哭了 對吧,1
各種莫名偏執堅持的火精靈wwww,2
建議搭配結尾的love and peace,6
上次是兔子XD還偷曬團長嘖嘖嘖,6
這已經要變成工商萌夯的小彩蛋了嗎www 真讓人期待下次是誰,5
雖然她不玩但好想看阿火跟其他人廝殺玩太空殺喔,5
不忠火真的母湯www,2
不忠火芙蕾雅再次被抓包w,2
歷史是不斷重覆的w,2
阿火說的可能會增加的武器?!如果是真的搞不好是穿龍棍的回歸啊還有這次發佈會是著重在武器的新機制上啊高速交換真的是又一大創新還有下星期一的武器新技能原本以為太刀在崛起這麼強在破曉會削弱一些的結果感覺變本加厲的增強了www,3
才剛訂閱就有烤肉吃太香了吧,5
YA~1點了有阿火可以看~,2
齁齁小姑娘的下身聞起來有一股起司的騷味呢~叔叔三天沒洗的起司條味道如何呢,4
其實這是梗還是設定?,7
虎鯨可能覺得六期生如同親姐妹沒洗沒關係 見前輩見不行,7
你以為沙花叉是黑底白斑的鯨嗎其實她本來是一條白鯨\U0001fae1,8
虎鯨：魚類是不用洗澡的..,7
罕見的六期生聯動,7
看來知道HoloX是誰一直在臭了,7
天热了总帅请敦促一下,3
臭到全部人都要隔離啦(x,8
拉普和忍者的答案非常非常非常非常非常非常的有道理ww,5
我到底在看什么东西,7
哈哈好好玩,2
6期生5人行必虐虎鯨,1
只有虎鯨受傷的世界完成,1
我快笑死w,2
警報真的笑死,2
腓魚罐頭（惱,0
1:53 不說還以為是寫歪的 米,7
虎鯨寫的字還是很有特色,6
真失禮啊我們可是純愛呢,8
61姐明显知道答案 不过不想写自己wwww,2
lui真的很愛虐虎鯨XD明明對其他人都說溫柔大姐模式就是對虎鯨各種吐槽,4
臭臭虎鯨的特色就是不洗澡要是洗了就沒特色了,4
笑死,2
61就傲嬌阿明明比誰都喜歡虎鯨但就喜歡實況上虐虎鯨www快去結婚,5
200多圓的瓦斯費,3
5G傳播都聞得到(X,3
就算是淋浴也不可能一個月只有251日圓水費……,7
生化警報生化警報,4
聯合欺負虎鯨www,1
...只有我一開始是聽成和船長泡浴約會的嗎,7
哇虎鯨的字真的是很抽象啊我居然看不懂欸,8
因為很臭,4
虎鯨 : 我現在有天天洗澡   別再說我沒洗澡 ! ! ! !Lui姐 : 妳昨天有洗澡嗎 ?虎鯨 : ..........拉普 : 為何不回答 ?虎鯨 : THE WORLD ! ! ! !,4
鯨有意 鷹無情  哭啊,1
正吃著臭豆腐的時候YT推了這片給我真香,8
好久沒見holoX連動還以為會多一個TMT,6
因為要大便,4
笑死 原來浴室是監禁場所 www到浴室原來為了查看監禁狀態,2
1:26 Lui姐不發一語一直看著左上角,4
因為是同期合作企劃所以不洗澡才是本色登場,4
今日又是虐虎鯨的一天,1
不求留芳百世只求遺臭萬年,4
這影片有味道啊,4
这是在哪里能看到她们的直播啊哈哈哈哈,2
下期企劃風真到底是不是忍者www,2
2:42 拉普對虎鯨造成了9999（暴擊）（破盾）（致命）傷害,4
.w./,2
虎鯨沒去寄宿恢復正常了,6
https://youtube.com/shorts/rODahjSsGf8?feature=share嚴重懷疑背景板是由La+ 製造,3
3:20 最怕突然安靜,3
約會猜對了人就,8
問題：某天看到虎鯨自己走進浴室請問到底是為什麼呢61姐：別問這種假設性問題了要實際一點...「昨天有洗澡嗎」虎鯨：(´･ω･`)3:28 毒氣投放警報XD,8
我在想不洗澡的虎鯨跟鯡魚罐頭比起來那個更濃郁,4
“因為很臭”草ww原來洗衣夾是拿來夾鼻子的XD烤肉感恩ww,4
臭臭鯨字好醜喔wwww 可是我好想聞,4
现在虎鲸跟Lui住一起了吗,7
虎鯨：領域展開-臭臭地獄,4
虎鯨字好醜w,4
克洛伊的臭味不會直逼靜謐醬的毒吧用空氣散播就能殺人的那種XD1:39 這個黑白處理+失去高光的眼神完全感受得到克洛伊受到多大的打擊wwww,4
Lui分明就是知道虎鯨沒洗澡才把自己的乖女兒（拉普醬）放在離她最遠的地方吧,4
可是船長也是屬於不愛洗澡的那一方...,4
本來以為會有答案是說最近有洗過?結果直接用實際行動證明了XDDDDD,6
虎鯨：不洗澡錯了嗎⋯⋯HoloX其餘成員：好臭臭到不能進工作室快去洗澡一星期後虎鯨：我洗澡了HoloX其餘成員：好臭虎鯨：⋯⋯⋯⋯,4
希望來個HOLO杯,5
原本快贏直接在沒血爬上樓梯解就贏了結果還是讓對方回血下一場1vs3也是彗星贏,6
今天第一場35P對巨石強森一開始打得還不錯還想說是不是練習過相撲有什麼能力被開發了結果還是想多了w,6
暴力社的社長和副社長為了寶座在決鬥,6
感覺miko像放水的樣子好想看她真心打(≖ᴗ≖๑),5
Miko叫慧醬架好梯子結果梯子直接往臉上貓有夠還原....,5
彗醬使出Moonsault真的是帥爛!!!!!!!!!從想盡辦法拿錢跟爆氣後一直用折疊椅狂扁還有開場的簡單俐落總覺得真的很有慧醬的風格,5
芙炭：妳們兩個是想拆了公司的招牌是不,8
星街真的猛 出道戰暴打MIKO 這場把折凳用得跟斧頭一樣順手 組隊戰整個開無雙 Aki完全沙包化XD 最後一場四人亂鬥又來個大逆轉 只有鐵籠翻牆賽讓波爾卡拿到一勝,5
爬梯子拿東西之前系列作品好像都是拿冠軍腰帶的樣子現在改成拿錢包袋了,7
好折凳折凳的奧妙之處就是能短時間代替金斧頭兩三下就擊敗菁英,8
這就是阻止藍色神經病拿錢的下場折凳都快打成金色的了,8
這款可以自選招式嗎好像都只看到巫女捏人物,6
只要被星街拿在手上都是凶器這把折凳透露著斧頭的殺氣,9
太殘暴啦,9
太丟臉了 菁英大人ˊˋ,4
她到底有沒有練習過啊 XD,4
這板凳砸的毫不留情啊但我卻嗨到不行ヽ(ﾟ∀｡)ﾉ,5
唯一一場贏的還是靠水醬這隻生草巫女真的從頭輸到尾還有一開場就被送進ICU的35P別忘記我們我們傷還沒好就被35叫去當巨石強森的沙包這裡 讓我想到486說艾莉絲跟水醬很像FF7重製版的艾莉絲也是拿折凳扁人,6
彗星一打五嘻嘻摺凳開敲,6
すい醬真的猛今天全勝還讓みこ躺贏拿到唯一一勝,6
根本一個會玩 知道怎樣按鍵 一個萌生 什麼都不會按 ,6
靠 那個椅子真的超級精華的啦XDDDDD打下去的那個瞬間我忽然想大喊  我就是要看到血流成河,6
出現了十大武器之首,5
貼貼(物理,5
真的超級爆笑有夠有趣,2
貼 貼 （物理,6
星街是NPC嗎不得不說挺狠的話說為什麼我在本篇直播找不到這段,8
如果miko跟486打會發生什麼事勒XD,5
星街這場開大前有用 moonsault耶!! 很有Stellar Stellar風範!!\r在艾爾登開秀的巫女想起她遜泡的本業用出無限扶梯子不拿Money in the bank\r看來這生涯會一直待在NXT上不了RAW或SMACKDOWN了,6
有時候只戴安全帽不夠w,6
那個那個好像直播的來源網址是錯誤的 點進去連結到前幾天的直播紀錄 而不是今天的哈哈哈哈哈,2
SUI醬:這就是商業貼貼唷~(拿摺疊椅豪不留情的HON下去,6
讓你再阻老娘拿錢丫,7
彗醬：依代疑Miko擠 依代疑,9
Miko是真不知道按三角掣可以反擊,7
想看火建來場大亂鬥,5
靠 還吃了一招月面宙返XD,6
我最喜歡看女人打架了 哈,5
8:45直接無情stellar stellar 把商業夥伴打得體無完膚,7
2K果然是拉G這價格已經7年支持的語文還是只有4種,4
想問一下片尾的音樂是哪首 我一直找不到,7
星街的行為模式還原度真高 簡直就是本人其他人用折椅砸背 她居然從正面敲後面那行雲流水 絕不會在現實出現的Combo太讓人驚艷了Sui醬今天都很殘暴（星,6
不愧是彗醬  沒有斧頭就拿十大武器之首來商業貼貼,6
看到用椅子砸人那段我都驚呆了 果…果然這才是星街的實力啊…….,6
怎麼感覺櫻兒不管創什麼角色自己都是被爆打的那位今天做的慧醬和波爾卡根本都戰力還原,6
折凳那段有夠寫實w,5
我希望全員連動此遊戲 我想看到兔子跟486來場最終之戰 不過MIKO真的捏的人物很傳神....殺氣都捏出來了,5
藍色神經病不是叫假的(稱讚),5
嘶不愧是十大武器之首加上神經病的戰鬥機簡直所向披靡,5
8:01 摺疊椅最贊了 w,5
miko虐,4
好像還滿好玩的,5
是傳說的好折凳對米摳效果顯著,5
miko知道可以設定入場和招式嗎 好想看他選招,5
R卡挑戰UR卡然後被爆打一頓的現場ww,6
也太生草了,2
商業貼貼變商業家暴,7
如果35熟悉操作在extreme rules肯定是場好戲,6
真的快笑死 櫻兒創造出了怪物ww,2
拿折凳打的那段怎麼有雪山狼人即視感,1
再見---是要說給任何擋在慧星面前的人 她將面對六個Miko 就在鐵籠賽外加鐵梯大戰 就在WWE超~~~~~~~~日衝擊!!!!現在在地人享受十元優惠 只要49.9美元呦!,8
讓櫻兒跟藍色神經病對打是不是殘忍了點：不夠不夠啊那就再殘忍一點（拿椅子砸,4
彗醬抄出折凳直接全場燃爆WWE沒有斧頭但我們有折凳RIP Miko,5
物理商業貼貼今天每場水醬都贏連最後大亂鬥也勝出不愧是戰力封頂的神經病,7
1:54不小心重播了好幾次,5
昨天很多隊狀況蠻好的 她們反而打得沒那麼順,6
